input,output,processed_input,difficulty,token_length
"generate question: U.S. History is designed to meet the scope and sequence requirements of most introductory courses. The text provides a balanced approach to U.S. history, considering the people, events, and ideas that have shaped the United States from both the top down (politics, economics, diplomacy) and bottom up (eyewitness accounts, lived experience). U.S. History covers key forces that form the American experience, with particular attention to issues of race, class, and gender.",What topics are covered in 'U.S. History'?,"U.S. History is designed to meet the scope and sequence requirements of most introductory courses. The text provides a balanced approach to U.S. history, considering the people, events, and ideas that have shaped the United States from both the top down (politics, economics, diplomacy) and bottom up (eyewitness accounts, lived experience). U.S. History covers key forces that form the American experience, with particular attention to issues of race, class, and gender.",hard,71
"generate question: University Physics is a three-volume collection that meets the scope and sequence requirements for two- and three-semester calculus-based physics courses. Volume 1 covers mechanics, sound, oscillations, and waves. Volume 2 covers thermodynamics, electricity and magnetism, and Volume 3 covers optics and modern physics. This textbook emphasizes connections between theory and application, making physics concepts interesting and accessible to students while maintaining the mathematical rigor ",What topics are covered in 'University Physics Volume 1'?,"University Physics is a three-volume collection that meets the scope and sequence requirements for two- and three-semester calculus-based physics courses. Volume 1 covers mechanics, sound, oscillations, and waves. Volume 2 covers thermodynamics, electricity and magnetism, and Volume 3 covers optics and modern physics. This textbook emphasizes connections between theory and application, making physics concepts interesting and accessible to students while maintaining the mathematical rigor",hard,64
"generate question: World History, Volume 1: to 1500 is designed to meet the scope and sequence of a world history course to 1500 offered at both two-year and four-year institutions. Suitable for both majors and non majors World History, Volume 1: to 1500 introduces students to a global perspective of history couched in an engaging narrative. Concepts and assessments help students think critically about the issues they encounter so they can broaden their perspective of global history. A special effort has be","What topics are covered in 'World History, Volume 1: to 1500'?","World History, Volume 1: to 1500 is designed to meet the scope and sequence of a world history course to 1500 offered at both two-year and four-year institutions. Suitable for both majors and non majors World History, Volume 1: to 1500 introduces students to a global perspective of history couched in an engaging narrative. Concepts and assessments help students think critically about the issues they encounter so they can broaden their perspective of global history. A special effort has be",hard,80
"generate question: University Physics is a three-volume collection that meets the scope and sequence requirements for two- and three-semester calculus-based physics courses. Volume 1 covers mechanics, sound, oscillations, and waves. Volume 2 covers thermodynamics, electricity, and magnetism, and Volume 3 covers optics and modern physics. This textbook emphasizes connections between theory and application, making physics concepts interesting and accessible to students while maintaining the mathematical rigor",What topics are covered in 'University Physics Volume 3'?,"University Physics is a three-volume collection that meets the scope and sequence requirements for two- and three-semester calculus-based physics courses. Volume 1 covers mechanics, sound, oscillations, and waves. Volume 2 covers thermodynamics, electricity, and magnetism, and Volume 3 covers optics and modern physics. This textbook emphasizes connections between theory and application, making physics concepts interesting and accessible to students while maintaining the mathematical rigor",hard,64
"generate question: Workplace Software and Skills is designed to flexibly support a range of courses covering computer literacy, Microsoft Office, and Google Suite applications. The textbook covers both hard and soft skills that are applicable to a broad range of academic majors and careers. Chapters combine studio learning and guided practice with scaffolded activities designed to reinforce a student’s ability to perform higher-order tasks independently. Workplace Software and Skills leverages complementary",What topics are covered in 'Workplace Software and Skills'?,"Workplace Software and Skills is designed to flexibly support a range of courses covering computer literacy, Microsoft Office, and Google Suite applications. The textbook covers both hard and soft skills that are applicable to a broad range of academic majors and careers. Chapters combine studio learning and guided practice with scaffolded activities designed to reinforce a student’s ability to perform higher-order tasks independently. Workplace Software and Skills leverages complementary",hard,69
"generate question: World History, Volume 2: from 1400 is designed to meet the scope and sequence of a world history course from 1400 offered at both two-year and four-year institutions. Suitable for both majors and non majors World History, Volume 2: from 1400 introduces students to a global perspective of history couched in an engaging narrative. Concepts and assessments help students think critically about the issues they encounter so they can broaden their perspective of global history. A special effort ","What topics are covered in 'World History, Volume 2: from 1400'?","World History, Volume 2: from 1400 is designed to meet the scope and sequence of a world history course from 1400 offered at both two-year and four-year institutions. Suitable for both majors and non majors World History, Volume 2: from 1400 introduces students to a global perspective of history couched in an engaging narrative. Concepts and assessments help students think critically about the issues they encounter so they can broaden their perspective of global history. A special effort",hard,78
"generate question: Writing Guide with Handbook aligns to the goals, topics, and objectives of many first-year writing and composition courses. It is organized according to relevant genres, and focuses on the writing process, effective writing practices or strategies—including graphic organizers, writing frames, and word banks to support visual learning—and conventions of usage and style. The text includes an editing and documentation handbook, which provides information on grammar and mechanics, common usag",What topics are covered in 'Writing Guide with Handbook'?,"Writing Guide with Handbook aligns to the goals, topics, and objectives of many first-year writing and composition courses. It is organized according to relevant genres, and focuses on the writing process, effective writing practices or strategies—including graphic organizers, writing frames, and word banks to support visual learning—and conventions of usage and style. The text includes an editing and documentation handbook, which provides information on grammar and mechanics, common usag",hard,69
"generate question: Pharmacology for Nurses is intended for nursing students in an introductory program. It provides a fundamental understanding of the therapeutic use of drugs, so the nurse can provide safe and effective care to the client. Along with a discussion of each body system, the text also reviews the pathophysiology of various disease processes and medications used in treatment. The table of contents presents 40 chapter topics, organized into 11 units. The first unit, consisting of 3 chapters, pro",What topics are covered in 'Pharmacology for Nurses'?,"Pharmacology for Nurses is intended for nursing students in an introductory program. It provides a fundamental understanding of the therapeutic use of drugs, so the nurse can provide safe and effective care to the client. Along with a discussion of each body system, the text also reviews the pathophysiology of various disease processes and medications used in treatment. The table of contents presents 40 chapter topics, organized into 11 units. The first unit, consisting of 3 chapters, pro",hard,78
"generate question: Nutrition for Nurses is structured to support the flexible integration of nutrition content across both system-based and nursing competency-based curricula. It can be used whether nutrition is taught as a standalone course or part of another nursing course. The table of contents for Nutrition for Nurses presents content in 20 chapters, organized into 9 thematic units.The text emphasizes evidence-based practice and holistic assessment to facilitate the integration of nutritional awareness ",What topics are covered in 'Nutrition for Nurses'?,"Nutrition for Nurses is structured to support the flexible integration of nutrition content across both system-based and nursing competency-based curricula. It can be used whether nutrition is taught as a standalone course or part of another nursing course. The table of contents for Nutrition for Nurses presents content in 20 chapters, organized into 9 thematic units.The text emphasizes evidence-based practice and holistic assessment to facilitate the integration of nutritional awareness",hard,70
"generate question: Population Health for Nurses prepares nurses to develop interventions, policies, and practices that promote health equity and improved health outcomes across the health care delivery continuum. The text emphasizes the social determinants of health and how nurses can plan and implement health promotion and disease prevention interventions. It takes a holistic perspective, connecting human health behavior to the dynamic, ongoing interactions of the person, social factors, and the physical e",What topics are covered in 'Population Health for Nurses'?,"Population Health for Nurses prepares nurses to develop interventions, policies, and practices that promote health equity and improved health outcomes across the health care delivery continuum. The text emphasizes the social determinants of health and how nurses can plan and implement health promotion and disease prevention interventions. It takes a holistic perspective, connecting human health behavior to the dynamic, ongoing interactions of the person, social factors, and the physical e",hard,70
"generate question: Introduction to Python Programming provides a comprehensive foundation in programming concepts and skills, and it is aligned to the scope of most introductory courses. A wide array of scenarios, contexts, and problems reflect programming applications in many disciplines and careers. The offering is suitable for a diverse learner audience, including those pursuing computer science, business, science, social science, statistics, data science, and related areas of study and employment.Introd",What topics are covered in 'Introduction to Python Programming'?,"Introduction to Python Programming provides a comprehensive foundation in programming concepts and skills, and it is aligned to the scope of most introductory courses. A wide array of scenarios, contexts, and problems reflect programming applications in many disciplines and careers. The offering is suitable for a diverse learner audience, including those pursuing computer science, business, science, social science, statistics, data science, and related areas of study and employment.Introd",hard,68
